x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,clase
2.046198,-1.590752,0.912892,5.001352,-3.179196,-0.399158,1.731221,-0.761614,-1.844746,1.826506,3
-2.845834,-2.01079,0.874767,-1.466205,-1.439266,-0.504323,0.087613,2.345677,-2.198604,1.808642,2
1.81941,-0.972506,-0.349365,3.847413,-1.19444,-0.312169,0.869029,-1.443659,-0.352625,-0.107814,3
3.330032,2.069321,-0.390479,1.354457,1.336086,0.387809,0.435679,-2.418684,1.294686,-1.086916,0
0.888019,2.515197,-0.943053,-2.046882,2.803657,1.08904,-1.03386,-1.075134,2.078981,-1.786117,0
2.011302,0.587453,-0.426127,2.055175,-0.203581,-0.191083,0.505367,-1.400879,0.715194,-0.682378,0
-1.740993,3.39943,0.573341,-7.151052,2.615018,1.647165,-2.162686,0.513569,0.773195,-0.378045,1
-1.721614,1.44851,-0.661346,-3.976013,2.708027,0.421252,-1.10589,1.158943,1.643941,-1.635201,1
-0.534691,3.962132,-0.062453,-6.592853,3.341385,1.868179,-2.033517,-0.401442,1.723727,-1.099361,1
1.72681,-3.200941,0.77085,6.52621,-4.497488,-1.381199,1.903005,-0.725278,-1.969059,1.448642,3
-1.247266,1.5719,-0.114914,-3.213017,2.001571,0.717616,-1.419092,0.721318,0.629789,-0.449021,1
-0.718033,3.647569,-0.696485,-5.316188,4.022943,1.711748,-2.303944,-0.209082,2.766567,-1.838633,1
-2.836798,-0.779818,-0.998318,-2.094867,1.760122,-1.032642,-0.475493,1.921373,1.054697,-1.545826,2
1.691976,2.0696,-0.945095,-0.615248,2.091114,0.600745,-0.4224,-1.514987,1.659743,-1.586933,0
0.871601,-2.561643,-0.955764,5.113007,-1.159278,-1.361568,1.679613,-0.293605,0.115579,-1.142403,3
2.110292,1.067753,0.772547,1.312488,-0.763561,0.979002,-0.088884,-1.579061,-0.245047,0.785552,0
2.720257,-0.224635,0.962724,3.977685,-2.309034,0.398074,1.329215,-1.603658,-1.237979,1.200797,3
0.468705,-3.331581,-0.931247,5.382914,-1.88167,-1.945809,1.60776,0.270871,-0.432377,-0.580235,3
1.066833,3.195402,-0.929514,-2.972255,3.64619,1.199825,-1.085154,-1.687333,2.495374,-1.673942,0
3.668813,0.127346,-0.741437,4.94757,-0.135514,-0.300765,1.411221,-1.921077,0.872289,-1.119727,0
1.541281,-3.533547,-0.518526,7.508825,-2.453539,-2.01781,2.114029,-0.67212,-1.128732,-0.176693,3
-0.536211,-1.929414,-0.071206,1.746082,-1.48008,-0.98123,0.842054,0.975204,-0.943462,0.555842,2
-0.263045,-1.982672,-0.009527,2.375839,-1.517385,-0.794902,0.624636,0.531628,-0.748661,0.525266,2
0.43956,-3.269396,-0.954312,5.441599,-1.102246,-2.141902,1.551796,-0.194058,-0.294337,-0.736304,3
2.15567,1.082119,-0.808884,1.850655,1.372985,0.074889,-0.126908,-1.568786,1.290766,-1.137737,0
-1.702648,2.099023,-0.954803,-5.01311,3.074643,0.926928,-1.250974,0.423699,1.914793,-1.627069,1
2.451298,2.185014,-0.958892,0.517738,2.144594,1.191165,-0.433369,-2.257093,1.713508,-1.907607,0
2.459619,-2.857832,-0.637398,7.453706,-2.053785,-1.720513,2.224543,-1.304213,-0.075683,0.385789,3
-1.768597,-1.731172,0.85101,-0.259686,-1.861887,-0.239486,0.544406,2.002344,-1.596019,1.397209,2
-1.114671,2.000755,0.704512,-4.305274,1.502476,1.449581,-1.167822,0.850288,0.238902,0.858356,1
3.529241,1.489431,0.556781,2.736236,-0.792029,1.091888,0.762159,-2.51383,0.020135,0.322997,0
-0.792029,1.964916,-0.472256,-3.730567,2.763574,0.761399,-1.276538,-0.213439,1.55628,-0.872542,1
-1.808512,3.539321,0.223917,-6.916966,3.218308,1.806933,-2.275937,1.099218,1.130469,-0.37328,1
-0.258549,-2.006683,0.214475,2.577596,-1.740014,-0.98725,0.989518,0.754074,-1.330157,0.736221,2
-1.321511,-1.548423,-0.264749,0.262789,-0.161461,-1.276815,0.177944,1.082732,0.086581,-0.041362,2
2.104909,-1.804342,0.973759,5.051718,-2.915363,-0.741519,1.135821,-0.757054,-2.040595,1.40636,3
-2.125679,0.374915,-0.54024,-3.119108,1.786605,-0.256408,-1.254202,1.38964,0.970345,-0.815088,1
2.909469,2.718248,0.190468,0.543675,0.639535,1.085357,-0.565633,-2.178902,0.931863,-0.379203,0
-0.909296,-3.867127,0.232518,4.241701,-3.392598,-1.417537,1.640954,1.434988,-1.763022,1.230448,2
0.232966,-3.43261,-0.897749,5.450479,-1.725772,-1.880524,2.03675,0.176066,-0.113611,-0.490424,3
-2.188763,-0.886976,0.769749,-1.504465,-0.970252,0.308175,-0.203527,1.314458,-1.270174,1.033249,2
0.485755,-3.66585,0.716202,5.874065,-4.161338,-1.542109,1.591139,0.240696,-2.961688,1.31594,3
-2.008223,0.078327,-0.139304,-2.60876,1.170737,0.02946,-0.949447,1.214203,0.197565,-0.488497,1
-3.093467,-0.444884,-0.99212,-2.990631,2.16367,-0.790353,-0.877518,1.847719,0.516211,-1.276726,2
-2.885822,1.412827,0.977029,-6.246377,0.839618,0.966148,-1.101464,2.002194,-0.76961,1.140025,1
2.25452,0.36317,-0.697673,3.024576,0.497562,-0.060964,0.322417,-1.451386,1.100916,-0.775059,0
3.006227,2.420605,0.510919,0.727261,0.518505,1.334656,0.148919,-2.067965,0.878342,-0.005851,0
3.871014,0.774524,0.319049,4.52001,-1.133806,0.452414,0.785121,-2.559474,0.035903,0.387333,0
-1.32194,-1.526506,-0.195735,0.249646,-0.528545,-0.319314,0.745295,1.109926,-0.370722,0.091639,2
-0.799616,1.868511,-0.252553,-3.501969,1.857179,0.700243,-1.637757,0.29259,1.224226,-0.844416,1
-2.34681,-0.126501,-0.76012,-2.455183,1.349054,-0.825721,-0.721015,1.5934,1.294241,-1.090384,2
2.38299,-1.563908,-0.988738,5.879868,-1.021605,-1.170556,1.682303,-1.343382,0.185113,-0.61126,3
0.017737,3.988472,-0.151144,-5.200572,3.259838,1.948417,-1.881294,-0.526585,1.659332,-1.201444,0
-1.69566,1.070385,-0.102239,-3.782364,1.915531,0.56023,-1.191153,1.093775,-0.157389,-0.070415,1
0.089184,-2.555932,0.896762,3.0995,-3.247274,-1.107581,1.073121,0.781592,-2.24513,1.805198,3
0.435669,3.251053,-0.959967,-3.799858,3.719683,1.166543,-1.900493,-0.682849,2.363815,-2.336896,0
2.540322,1.334421,0.991446,1.262784,-0.637975,1.360178,0.171604,-1.656054,-0.747558,1.547633,0
-0.512304,2.008309,0.374126,-3.489245,1.498533,1.374895,-1.075087,0.065103,0.305014,0.056612,1
2.054305,3.292645,0.473232,-1.94507,1.546618,1.858663,-0.747663,-1.664701,0.77615,-0.564525,0
3.604622,-1.704578,0.158611,7.466097,-2.829142,-0.404361,1.319683,-1.484162,-0.911697,0.840335,3
1.418684,-3.710631,-0.232539,6.912748,-3.126196,-2.111857,2.140111,0.041306,-1.261329,0.522104,3
-2.350392,-2.612698,-0.857591,0.872995,-0.130009,-1.659727,0.547236,2.25454,-0.027138,-0.534275,2
1.843471,-1.927343,-0.942937,5.644494,-0.883621,-0.999081,1.631562,-1.391769,0.783829,-1.130125,3
0.714432,-2.037596,0.54137,3.797074,-2.743127,-0.735949,1.388254,0.027938,-1.378148,1.543861,3
1.344103,3.19207,0.88609,-2.721864,1.006533,2.202906,-0.773752,-1.398735,0.359821,0.677056,0
2.774936,-2.221454,0.832122,6.635324,-3.466394,-0.662656,2.130016,-1.30706,-1.905723,1.287294,3
-2.907328,-0.733681,0.999999,-3.456216,-0.277568,-0.196871,-0.729478,1.616836,-1.682346,1.145258,2
0.723003,-1.91555,-0.304392,4.13643,-1.22266,-1.20833,1.727083,-0.014821,-0.482624,-0.626821,3
2.20777,-1.688403,-0.97536,6.118128,-1.410966,-1.597221,1.723522,-0.765914,0.858326,-0.795596,3
-1.021576,2.24359,-0.844992,-4.218321,3.403094,0.865835,-1.469057,0.177366,1.921532,-1.772727,1
2.166889,1.793798,0.982365,0.151506,-0.91266,1.329888,-0.340871,-1.673987,-0.426005,1.268672,0
0.547255,3.922061,-0.279804,-4.481673,2.921737,1.526976,-1.576501,-1.19071,1.8719,-1.052419,0
-2.622679,1.292861,-0.99711,-5.410305,3.215733,-0.223661,-1.751062,1.338855,1.337733,-1.475074,1
0.852856,-1.872693,-0.334916,3.8424,-1.315017,-0.969859,1.522875,-0.323495,-0.453952,-0.020758,3
1.433445,-1.716632,-0.645717,4.609615,-1.16895,-1.063365,1.086735,-0.976618,-0.253651,-0.057413,3
2.12288,0.09279,0.483954,2.335821,-1.451629,0.135426,0.917353,-1.320042,-0.238062,0.449805,0
-3.007386,-0.20339,0.999898,-3.906168,-0.415894,0.803236,-1.076487,2.222991,-1.149839,1.468543,2
-2.068659,1.181476,0.786394,-4.655268,0.786251,0.873113,-1.224368,1.557103,0.066451,0.653552,1
0.53166,3.002572,-0.998785,-3.644408,3.385407,1.658193,-1.628891,-0.557142,2.853798,-2.085524,0
2.915208,2.732926,0.090314,0.230869,1.440405,1.334723,-0.458949,-2.340553,0.745592,-0.616545,0
-1.959401,3.192264,0.666352,-7.566558,2.563097,1.585257,-2.111532,0.555887,0.556159,0.422281,1
3.706561,-1.389699,0.285035,6.409873,-2.750877,-0.136913,1.629552,-1.667905,-0.798982,0.488078,3
-1.761149,3.555122,0.253123,-7.435519,3.396089,1.792938,-2.193164,0.449038,1.167432,-0.761234,1
-3.590024,-0.425836,-0.788378,-4.132146,1.682082,-0.832489,-0.726439,2.423968,0.936995,-1.222585,2
-0.789249,-2.595578,-0.957907,2.683145,-0.402006,-1.657195,1.526274,0.742343,0.167288,-0.798993,2
-1.31826,1.521483,0.161559,-3.916658,1.504116,0.945012,-0.935847,0.462174,0.082758,-0.562883,1
3.757105,-0.673198,0.576722,6.041206,-2.894863,-0.507108,1.715996,-1.528985,-0.971746,1.109298,3
1.945934,-0.467859,0.052655,3.298724,-1.192181,0.079464,0.80114,-1.085536,-0.16979,-0.001053,3
-0.022552,2.013733,0.165911,-2.641546,1.411212,0.851475,-0.86434,-0.450317,0.618425,-0.20421,1
-3.46351,0.059884,0.885821,-4.668738,0.428602,0.32458,-0.866881,2.719786,-0.923845,1.162313,1
-0.655276,1.979495,0.403759,-4.071352,1.120127,1.036569,-1.316419,0.183817,0.320191,0.252195,1
-0.477012,2.14412,0.59536,-3.788236,1.352855,1.297767,-1.663172,-0.097307,0.102863,0.035821,1
2.193179,0.517609,-0.665309,2.518677,0.760063,0.31576,0.336727,-1.228635,1.062517,-1.072638,0
-1.806405,-1.486078,-0.7505,-0.364498,0.260391,-1.191354,0.122863,1.219397,0.31357,-0.569842,2
-3.959198,-0.066651,0.280825,-5.017812,1.332432,-0.382605,-1.868051,2.803189,-0.718154,0.331411,2
2.175628,0.729321,0.708826,1.488376,-1.491777,0.857335,0.604409,-1.461705,-1.214977,0.645446,0
-0.411161,2.259621,-0.710917,-3.492062,2.449657,0.805155,-1.338913,-0.061879,1.81083,-1.654236,1
1.677042,-1.090095,-0.019704,4.101288,-1.529316,-0.495216,0.856889,-1.02399,-0.635025,0.157471,3
0.237264,3.612493,-0.784383,-4.170009,3.421529,0.990274,-1.440079,-0.870076,2.25134,-1.531336,0
1.507355,1.940622,-0.839901,-0.673923,2.451011,0.768697,-0.684776,-0.862766,1.661242,-1.330445,0
-3.512442,0.233112,0.854063,-5.168572,0.831552,0.789059,-1.169095,2.184016,-0.839577,0.912174,1
3.887446,-0.351448,0.42901,6.170851,-2.199798,0.03224,1.53189,-2.647869,-0.902464,0.93735,3
0.118475,2.371404,-0.780113,-3.181427,2.531688,0.930385,-0.928778,-0.391772,2.160512,-1.715295,0
-1.873304,-3.518549,0.165806,2.01812,-1.983702,-1.7466,1.103484,2.033649,-1.48886,1.06994,2
0.156226,-2.136043,-0.51323,3.850737,-1.361445,-1.017793,1.083076,0.149006,0.145669,-0.104288,3
0.304982,3.918457,-0.366779,-4.882383,3.770979,1.636465,-2.107297,-1.071985,1.540828,-0.78981,0
-0.287944,-2.090614,-0.456643,2.358217,-1.119116,-1.283688,0.983747,0.572316,-0.072805,-0.311473,2
-1.50838,1.651776,0.646242,-4.525973,1.226332,0.978448,-0.852324,0.989947,0.059737,0.674834,1
-1.602993,-1.757354,-0.783517,0.744544,0.122974,-1.558146,0.378955,0.918013,0.111652,-0.519512,2
-1.359283,-1.513387,0.259307,0.545354,-1.021567,-0.570465,0.765322,1.182715,-0.280267,0.801203,2
-1.989455,-0.454875,-0.282711,-2.437325,0.888257,-0.300896,-0.126575,1.424269,0.123472,-0.582886,2
3.317005,2.113517,-0.359552,1.536643,0.689639,0.797771,0.135415,-2.045015,1.397608,-1.218048,0
1.146635,-1.93047,0.656099,4.244423,-2.462673,-0.758647,1.371234,-0.31102,-1.775943,1.431304,3
-1.708109,3.584211,-0.241437,-7.324874,3.940275,1.348012,-2.483494,0.713744,1.647697,-0.63528,1
1.486817,3.527802,-0.56026,-2.932561,3.025391,1.71837,-1.690506,-1.985755,1.73132,-1.162881,0
3.225235,0.844864,0.942553,2.854863,-0.970635,0.767669,0.768296,-1.559036,-0.302684,1.581127,0
-3.286595,-2.111695,0.422145,-1.260393,-0.728876,-0.765327,0.221526,2.318996,-1.579143,1.000489,2
-1.673085,-3.41869,0.591733,2.378912,-2.960855,-1.249636,1.462541,1.677152,-1.737988,1.211985,2
3.971783,0.415462,0.114241,4.717703,-1.454264,-0.112078,1.077631,-2.569115,0.413358,0.218869,0
-3.817995,-0.290662,0.559185,-5.120149,0.99994,0.313469,-0.898343,2.515731,-1.046554,0.708878,2
0.38131,2.563182,-0.912709,-2.633016,3.476877,1.222236,-1.370825,-1.072733,2.186609,-2.183591,0
-2.387983,-3.085481,0.432525,1.098572,-2.161602,-1.469574,0.409475,2.153964,-1.912602,0.925525,2
1.180462,2.294163,0.907549,-2.518329,0.365733,1.978817,-0.257766,-0.974888,-0.329527,0.83515,0
-1.291519,-3.319006,-0.827521,2.823583,-1.183159,-1.803978,1.464312,1.063887,-0.384141,-0.617411,2
-3.021027,2.605406,0.145701,-7.978129,3.021206,1.328797,-2.045655,1.38032,1.243455,-0.417973,1
3.129401,-1.314014,-0.919076,6.249994,-1.354549,-1.562906,1.80761,-1.81234,0.526056,-0.924435,3
1.818943,2.130277,0.980037,-0.5918,-0.473717,1.373685,-0.177178,-1.538749,-0.259303,0.508347,0
-2.023379,3.14161,0.676096,-7.161276,2.516946,1.352276,-1.873342,0.810683,0.238394,0.287545,1
2.020813,1.747428,-0.944522,0.750571,1.513508,0.48889,-0.201905,-1.549338,1.907298,-1.705855,0
2.05676,-1.052964,-0.724406,4.193514,-0.760177,-1.041268,0.395244,-1.203509,0.688391,-1.32866,3
2.667383,-2.5901,-0.696039,7.126091,-2.138937,-0.96868,2.101758,-1.662855,-0.238321,-0.035791,3
-0.144962,2.902719,-0.995604,-4.238972,3.374899,0.828257,-1.836616,-0.494809,2.795175,-1.840797,1
-1.784447,-2.811216,-0.944071,1.653253,-0.598915,-2.207006,0.952035,1.285293,-0.031555,0.140629,2
1.147816,-2.554007,0.979812,5.022002,-3.834203,-0.868687,2.036298,-0.130469,-2.586668,2.056894,3
-3.235421,-1.169437,0.89786,-3.075418,-0.321588,0.021615,-0.492518,2.719886,-1.5576,1.645688,2
-2.951885,-0.556388,-0.999993,-2.895762,1.59834,-0.949342,-0.525582,1.636146,0.890506,-1.440895,2
0.171401,3.345173,-0.936913,-4.176232,4.264384,0.928959,-1.704653,-0.419926,2.476801,-1.823705,0
3.333405,2.207755,-0.059623,1.154945,0.731259,1.074887,0.222622,-2.123074,1.618173,-0.39781,0
1.714597,-1.292151,0.521868,4.112854,-2.249214,-0.432486,1.34184,-0.86408,-1.114705,1.287505,3
1.869362,-1.350683,0.72023,4.03272,-2.348796,0.049035,1.327102,-1.366784,-1.574425,1.556432,3
-2.121355,-2.349111,-0.986261,0.614485,-0.224945,-1.747971,0.596185,1.581389,0.191599,-0.901447,2
-1.305404,2.084973,0.841612,-4.953678,0.974966,1.744581,-1.465953,1.026832,0.193207,0.925969,1
-2.280659,3.172068,-0.421469,-7.56335,4.023509,1.270937,-2.598342,0.99263,1.498453,-0.921263,1
-0.546274,-3.588365,-0.776832,4.333187,-1.76433,-2.01202,1.475608,0.813343,-0.621505,-0.057366,2
1.674555,-1.263715,0.43149,3.61839,-2.123066,0.113049,0.970898,-0.95814,-0.906544,0.877735,3
2.2803,-1.957831,-0.999985,6.114141,-1.159031,-1.165645,1.901316,-1.287605,0.373223,-0.744668,3
0.565165,-2.975339,-0.999593,5.610151,-1.504006,-2.101626,1.850648,-0.19794,-0.524261,-0.48647,3
